Dataset,Preprocessing,Classifier,Fold,Sensitivity,Specificity,Precision,Balanced Accuracy,Gmean_s,Gmean
A6,SMOTE ENN,SVM,3,0.6442105263157895,0.5848858316614121,0.06579230273059557,0.6145481789886007,0.6138319065096295,0.20587397594063395
A6,CCR,SVM,3,0.0,1.0,0.0,0.5,0.0,0.0
A6,LO RO,SVM,3,0.671578947368421,0.5742810738511512,0.06680628272251309,0.6229300106097861,0.6210274382590214,0.21181523323024357
A6,LO SMOTE,SVM,3,0.6568421052631579,0.5523072513614216,0.062424969987995196,0.6045746783122897,0.6023110971386334,0.20249283618909636
A6,None,SVM,4,0.014705882352941176,0.9828986338014712,0.03763440860215054,0.4988022580772062,0.12022641836780736,0.023525458238379614
A6,RO,SVM,4,0.5903361344537815,0.5938664373746059,0.06200353045013239,0.5921012859141936,0.5920986548047239,0.1913189078173365
A6,SMOTE,SVM,4,0.5798319327731093,0.6028470430877998,0.06226032032483646,0.5913394879304545,0.5912275079528632,0.19000137333457046
A6,DB-SMOTE,SVM,4,0.12605042016806722,0.9038884111970956,0.05628517823639775,0.5149694156825815,0.3375433513142284,0.08423045984637914
A6,SMOTE TL,SVM,4,0.5798319327731093,0.6042801184675647,0.06247170665459484,0.592056025620337,0.5919298176535893,0.19032364648978445
A6,SMOTE ENN,SVM,4,0.6092436974789915,0.5996942772523168,0.06473214285714286,0.6044689873656541,0.6044501293160528,0.19858914889797985
A6,CCR,SVM,4,0.0,1.0,0.0,0.5,0.0,0.0
A6,LO RO,SVM,4,0.7121848739495799,0.5745676889271042,0.07074290484140233,0.643376281438342,0.6396861864336693,0.22445941006627732
A6,LO SMOTE,SVM,4,0.6701680672268907,0.5740899971338492,0.06677831274858698,0.62212903218037,0.6202715403704114,0.21154832258232012
A6,None,SVM,5,0.010526315789473684,0.9806057131938474,0.02403846153846154,0.49556601449166054,0.10159805806234928,0.015907119074394443
A6,RO,SVM,5,0.6021052631578947,0.5929110537880959,0.06289861447107983,0.5975081584729953,0.597490473623058,0.1946062353018949
A6,SMOTE,SVM,5,0.6189473684210526,0.5971147415687399,0.06517401906450898,0.6080310549948962,0.6079330538302622,0.20084642787314227
A6,DB-SMOTE,SVM,5,0.25684210526315787,0.8277443393522499,0.06337662337662338,0.5422932223077039,0.46108524020932795,0.12758442449030452
A6,SMOTE TL,SVM,5,0.5894736842105263,0.6021782745772427,0.063006300630063,0.5958259793938845,0.5957921164857631,0.19271885263481423
A6,SMOTE ENN,SVM,5,0.6126315789473684,0.5938664373746059,0.06406869220607662,0.6032490081609871,0.6031760383276621,0.19811739970861136
A6,CCR,SVM,5,0.0,1.0,0.0,0.5,0.0,0.0
A6,LO RO,SVM,5,0.7031578947368421,0.5567975542180186,0.067162678463704,0.6299777244774303,0.6257128702676369,0.217315364374969
A6,LO SMOTE,SVM,5,0.7010526315789474,0.5500143307537977,0.0660321237358715,0.6255334811663725,0.6209581257871447,0.2151557438549559
A6,None,SVM,6,0.02100840336134454,0.9838540173879813,0.055865921787709494,0.5024312103746629,0.14376787557019124,0.03425863130759207
A6,RO,SVM,6,0.6113445378151261,0.6059998089232826,0.06591166477916195,0.6086721733692044,0.6086663068564409,0.20073548824520862
A6,SMOTE,SVM,6,0.6134453781512605,0.6197573325690264,0.06835205992509363,0.6166013553601435,0.6165932786203747,0.2047687848480981
A6,DB-SMOTE,SVM,6,0.2710084033613445,0.824973726951371,0.06578276389597144,0.5479910651563578,0.4728369830672605,0.13352034231585658
A6,SMOTE TL,SVM,6,0.6218487394957983,0.6130696474634566,0.06810860561435803,0.6174591934796274,0.6174435905394791,0.20579905381246288
A6,SMOTE ENN,SVM,6,0.6386554621848739,0.6078150377376517,0.0689498752551599,0.6232352499612628,0.6230444557567755,0.20984569199455477
A6,CCR,SVM,6,0.0,1.0,0.0,0.5,0.0,0.0
A6,LO RO,SVM,6,0.6176470588235294,0.6401070029616891,0.0723959615858163,0.6288770308926093,0.6287767550662409,0.21145957709259863
A6,LO SMOTE,SVM,6,0.6617647058823529,0.6059042705646317,0.07094594594594594,0.6338344882234923,0.6332188100515217,0.21667838621437124
A6,None,SVM,7,0.01263157894736842,0.9789815610967804,0.02654867256637168,0.4958065700220744,0.11120289059647669,0.01831260913878626
A6,RO,SVM,7,0.5831578947368421,0.5700773860705073,0.05798618379736236,0.5766176404036747,0.5765805479704973,0.18388882746674257
A6,SMOTE,SVM,7,0.6126315789473684,0.586223368682526,0.06295975768065773,0.5994274738149472,0.5992820270722469,0.19639535574459252
A6,DB-SMOTE,SVM,7,0.15789473684210525,0.9130600936275914,0.07614213197969544,0.5354774152348484,0.37969380190405605,0.1096468964062862
A6,SMOTE TL,SVM,7,0.5852631578947368,0.5834527562816471,0.0599396291504959,0.5843579570881919,0.5843572559862545,0.18729777531956607
A6,SMOTE ENN,SVM,7,0.6231578947368421,0.5724658450367822,0.06204150073359883,0.5978118698868122,0.5972743178823852,0.19662566206745163
A6,CCR,SVM,7,0.0,1.0,0.0,0.5,0.0,0.0
A6,LO RO,SVM,7,0.7031578947368421,0.5450463361039457,0.06554160125588697,0.6241021154203938,0.6190748211879399,0.21467672057484724
A6,LO SMOTE,SVM,7,0.6757894736842105,0.6366676220502532,0.07783705140640156,0.6562285478672318,0.6559369460680793,0.22935008175944246
A6,None,SVM,8,0.014705882352941176,0.9793637145313844,0.03139013452914798,0.49703479844216275,0.12001003110839528,0.02148533512488569
A6,RO,SVM,8,0.6092436974789915,0.5799178370115602,0.06187326648175805,0.5945807672452759,0.5943999388079899,0.19415431400421992
A6,SMOTE,SVM,8,0.5966386554621849,0.5827839877710901,0.06106213717480112,0.5897113216166374,0.5896706325472157,0.19087176696311278
A6,DB-SMOTE,SVM,8,0.15756302521008403,0.9182191649947454,0.08055853920515575,0.5378910951024147,0.38036481099393166,0.11266342416094718
A6,SMOTE TL,SVM,8,0.5987394957983193,0.5865099837584791,0.06178192065900715,0.5926247397783992,0.5925931926340634,0.19233116238619707
A6,SMOTE ENN,SVM,8,0.6428571428571429,0.5804910671634661,0.06514796678731105,0.6116741050103045,0.610878735012768,0.204648077908987
A6,CCR,SVM,8,0.0,1.0,0.0,0.5,0.0,0.0
A6,LO RO,SVM,8,0.7121848739495799,0.5554600171969045,0.06790865384615384,0.6338224455732422,0.6289596348983049,0.21991706636709377
A6,LO SMOTE,SVM,8,0.7058823529411765,0.5598547816948505,0.06797491401982601,0.6328685673180134,0.6286426732318844,0.21904860704713225
A6,None,SVM,9,0.023157894736842106,0.9811789433457533,0.052884615384615384,0.5021684190412977,0.15073831194492965,0.034995661963667775
A6,RO,SVM,9,0.5726315789473684,0.6071462692270947,0.06204379562043796,0.5898889240872316,0.5896364361193389,0.18848935420871707
A6,SMOTE,SVM,9,0.5557894736842105,0.6181331804719595,0.06195728702182586,0.586961327078085,0.5861330182145155,0.18556725989452494
A6,DB-SMOTE,SVM,9,0.2231578947368421,0.826120187255183,0.055036344755970926,0.5246390409960126,0.42936609296435185,0.11082325942577899
A6,SMOTE TL,SVM,9,0.5621052631578948,0.6333237794974682,0.06504263093788064,0.5977145213276815,0.5966528553007828,0.19120879995392268
A6,SMOTE ENN,SVM,9,0.5768421052631579,0.6257762491640394,0.06537819136244333,0.6013091772135987,0.6008111924652094,0.1941980781156431
A6,CCR,SVM,9,0.0,1.0,0.0,0.5,0.0,0.0
A6,LO RO,SVM,9,0.6610526315789473,0.5863189070411771,0.06761412575366063,0.6236857693100621,0.6225653832683458,0.21141545771623993
A6,LO SMOTE,SVM,9,0.6378947368421053,0.6020827362185918,0.06781557743957027,0.6199887365303485,0.6197301094648647,0.20798846103716928
A1,None,SVM,0,0.030360531309297913,0.9761927618316214,0.06060606060606061,0.5032766465704597,0.17215612364798105,0.04289559651716607
A1,RO,SVM,0,0.6546489563567363,0.4319861764423538,0.05509421909932929,0.5433175663995451,0.5317887734510045,0.1899141201560992
A1,SMOTE,SVM,0,0.6641366223908919,0.4277623116060286,0.05545872286483917,0.5459494669984603,0.5330033928748935,0.19191708857099415
A1,DB-SMOTE,SVM,0,0.6072106261859582,0.47931266199481615,0.055710306406685235,0.5432616440903872,0.5394847000877141,0.18392359837229955
A1,SMOTE TL,SVM,0,0.6527514231499051,0.427570317749832,0.054542571745679405,0.5401608704498686,0.5282964446292062,0.18868688700926736
A1,SMOTE ENN,SVM,0,0.6660341555977229,0.4200825573581645,0.05491239048811014,0.5430583564779438,0.5289511616126551,0.19124206553632722
A1,CCR,SVM,0,0.33206831119544594,0.7147931266199482,0.05562619198982836,0.5234307189076971,0.4871962093559419,0.13591061633403015
A1,LO RO,SVM,0,0.698292220113852,0.4455217433042143,0.059895833333333336,0.5719069817090331,0.5577673056399896,0.20451111078350387
A1,LO SMOTE,SVM,0,0.6907020872865275,0.38811558030143034,0.054021964974769965,0.5394088337939789,0.5177569327615226,0.19316594929591835
A1,None,SVM,1,0.0056925996204933585,0.9774385560675883,0.012605042016806723,0.49156557784404087,0.0745933398724439,0.008470859307129165
A1,RO,SVM,1,0.4079696394686907,0.5563556067588326,0.04445822994210091,0.4821626231137616,0.476420188810031,0.13467593712647802
A1,SMOTE,SVM,1,0.38519924098671726,0.5193932411674347,0.038971011710501054,0.452296241077076,0.44729171943076124,0.12252185164846913
A1,DB-SMOTE,SVM,1,0.6091081593927894,0.4554531490015361,0.05356248957116636,0.5322806541971628,0.5267069671819193,0.1806248859797249
A1,SMOTE TL,SVM,1,0.38330170777988615,0.5557795698924731,0.0418306067508801,0.46954063883617964,0.461553093683658,0.1266244170967084
A1,SMOTE ENN,SVM,1,0.40417457305502846,0.5084485407066052,0.03993999624976561,0.4563115568808168,0.4533232531654916,0.12705404728724093
A1,CCR,SVM,1,0.3681214421252372,0.717741935483871,0.06190172303765156,0.5429316888045541,0.5140196458931132,0.15095479970725445
A1,LO RO,SVM,1,0.698292220113852,0.3903609831029186,0.054778207799940457,0.5443266016083853,0.5220977279559478,0.19557913063125715
A1,LO SMOTE,SVM,1,0.7476280834914611,0.4643817204301075,0.06596350242759083,0.6060049019607843,0.5892239096079086,0.22207243615614272
A1,None,SVM,2,0.020872865275142316,0.9767687434002112,0.043478260869565216,0.4988208043376768,0.14278642227453794,0.030125004257724623
A1,RO,SVM,2,0.5028462998102466,0.6494192185850053,0.06765381669645136,0.576132759197626,0.5714525799146695,0.18444368081843102
A1,SMOTE,SVM,2,0.7343453510436433,0.527791110684458,0.07293629852996608,0.6310682308640507,0.622559995866497,0.23143126786977578
A1,DB-SMOTE,SVM,2,0.6072106261859582,0.46289718729000673,0.05409974640743871,0.5350539067379825,0.5301660975148107,0.1812455265449672
A1,SMOTE TL,SVM,2,0.7419354838709677,0.5340309110108477,0.07454718779790276,0.6379831974409077,0.6294572919292356,0.2351790888877174
A1,SMOTE ENN,SVM,2,0.6413662239089184,0.3956033406930978,0.05094965330117576,0.5184847823010081,0.5037128356376136,0.18076887660004876
A1,CCR,SVM,2,0.2808349146110057,0.6980896611308438,0.0449438202247191,0.4894622878709247,0.4427730235397211,0.11234675747479933
A1,LO RO,SVM,2,0.7988614800759013,0.5159834885283671,0.07706388431264873,0.6574224843021341,0.6420275175882246,0.24811966605329897
A1,LO SMOTE,SVM,2,0.7552182163187856,0.5219352980704618,0.07400520639642989,0.6385767571946237,0.6278336123867436,0.2364108287981229
A1,None,SVM,3,0.026565464895635674,0.9768625192012289,0.054901960784313725,0.5017139920484323,0.16109254160792943,0.03819026200377856
A1,RO,SVM,3,0.3908918406072106,0.576036866359447,0.044569450454348764,0.4834643534833288,0.47451882043692856,0.1319917971805531
A1,SMOTE,SVM,3,0.3984819734345351,0.5716205837173579,0.0449486301369863,0.48505127857594654,0.4772635521967854,0.13383280180944176
A1,DB-SMOTE,SVM,3,0.6053130929791272,0.4825268817204301,0.055876685934489405,0.5439199873497786,0.5404441129476452,0.1839100040466235
A1,SMOTE TL,SVM,3,0.3946869070208729,0.5746927803379416,0.04484691677447176,0.48468984367940726,0.47626013475705486,0.133043191750419
A1,SMOTE ENN,SVM,3,0.41366223908918404,0.5726766513056836,0.046690940244163634,0.4931694451974338,0.486718302361032,0.13897582123009752
A1,CCR,SVM,3,0.349146110056926,0.7167818740399385,0.058710912571793235,0.5329639920484323,0.5002615346799693,0.1431736244646125
A1,LO RO,SVM,3,0.6888045540796964,0.43605990783410137,0.0582010582010582,0.5624322309568989,0.5480511384603646,0.20022276079693424
A1,LO SMOTE,SVM,3,0.6527514231499051,0.40236175115207373,0.052367179174912466,0.5275565871509894,0.5124862980466932,0.18488577752972288
A1,None,SVM,4,0.022770398481973434,0.971296918498608,0.03858520900321544,0.49703365849029074,0.14871724136268188,0.029641197420371607
A1,RO,SVM,4,0.4174573055028463,0.5623500047998464,0.04603473530027202,0.4899036551513464,0.484517407069402,0.13862732976577283
A1,SMOTE,SVM,4,0.45920303605313095,0.5562062014015552,0.04974306269270298,0.5077046187273431,0.505382603930105,0.15113624783972388
A1,DB-SMOTE,SVM,4,0.5996204933586338,0.45617740232312565,0.05283397425179736,0.5278989478408798,0.5230041290850891,0.17798970112610474
A1,SMOTE TL,SVM,4,0.4629981024667932,0.5559182106172602,0.05010266940451746,0.5094581565420266,0.5073352704499526,0.15230706110621609
A1,SMOTE ENN,SVM,4,0.43453510436432635,0.5177114332341365,0.04359413668379973,0.4761232687992314,0.4743034805596523,0.13763423532525482
A1,CCR,SVM,4,0.3377609108159393,0.7197849668810598,0.05747497578301582,0.5287729388484995,0.49306716175929566,0.13932982512583397
A1,LO RO,SVM,4,0.6907020872865275,0.3738120380147835,0.0528532016843328,0.5322570626506555,0.5081267114703198,0.19106495419920547
A1,LO SMOTE,SVM,4,0.6622390891840607,0.40616300278391093,0.05340474368783474,0.5342010459839859,0.5186299422747208,0.1880603860943072
A1,None,SVM,5,0.018975332068311195,0.9795506912442397,0.04484304932735426,0.4992630116562754,0.13633524725507787,0.029170391700184727
A1,RO,SVM,5,0.428842504743833,0.5678763440860215,0.0478104506029194,0.49835942441492725,0.49348709586231354,0.14318922232307588
A1,SMOTE,SVM,5,0.4269449715370019,0.5400345622119815,0.04485645933014354,0.48348976687449174,0.48017188671619637,0.13838800436439141
A1,DB-SMOTE,SVM,5,0.3795066413662239,0.6177995391705069,0.04783544606553456,0.4986530902683654,0.48420969439716915,0.1347362960548722
A1,SMOTE TL,SVM,5,0.43833017077798864,0.5664362519201229,0.04866231303981462,0.5023832113490558,0.4982831514701167,0.1460484850492941
A1,SMOTE ENN,SVM,5,0.44022770398481975,0.5542434715821812,0.04758974358974359,0.4972355877835005,0.493956810807584,0.14474226595483128
A1,CCR,SVM,5,0.3092979127134725,0.6829877112135176,0.047041847041847044,0.4961428119634951,0.4596157889882515,0.12062315325106425
A1,LO RO,SVM,5,0.6470588235294118,0.2970430107526882,0.04449954325981991,0.47205091714104996,0.4384111096622311,0.16968742472350518
A1,LO SMOTE,SVM,5,0.6660341555977229,0.2891705069124424,0.04526112185686654,0.47760233125508267,0.43885924212120003,0.17362445990511746
A1,None,SVM,6,0.024667931688804556,0.9767687434002112,0.050980392156862744,0.5007183375445079,0.1552252061939551,0.03546238614636581
A1,RO,SVM,6,0.6793168880455408,0.41038686762023613,0.05507692307692308,0.5448518778328885,0.5279987971639103,0.19342875687895794
A1,SMOTE,SVM,6,0.4629981024667932,0.5376787942785831,0.048221343873517786,0.5003384483726881,0.49894314454416266,0.14942018174208416
A1,DB-SMOTE,SVM,6,0.6242884250474383,0.43323413650763176,0.05278357131397401,0.528761280777535,0.5200606279628716,0.18152733293909207
A1,SMOTE TL,SVM,6,0.6641366223908919,0.4142267447441682,0.054246745195288285,0.53918168356753,0.5245027656346208,0.1898084564230427
A1,SMOTE ENN,SVM,6,0.683111954459203,0.4074109628491888,0.05510485228838206,0.545261458654196,0.5275483855534154,0.19401748206515398
A1,CCR,SVM,6,0.3510436432637571,0.7140251511951617,0.05847029077117573,0.5325343972294594,0.5006535633125011,0.1432676652109776
A1,LO RO,SVM,6,0.7419354838709677,0.42248248056062204,0.06102700171687217,0.5822089822157949,0.5598702918013706,0.2127865081437306
A1,LO SMOTE,SVM,6,0.6944971537001897,0.3588365172314486,0.051951738821859474,0.5266668354658192,0.4992103162605217,0.1899482422702486
A1,None,SVM,7,0.011385199240986717,0.9742703533026114,0.021897810218978103,0.492827776271799,0.10531980861612288,0.015789583030732024
A1,RO,SVM,7,0.7305502846299811,0.5800691244239631,0.08089934860264761,0.655309704526972,0.6509759319306592,0.2431070590255336
A1,SMOTE,SVM,7,0.3795066413662239,0.5824692780337941,0.04396570674873598,0.480987959700009,0.4701605676847161,0.12917150499821978
A1,DB-SMOTE,SVM,7,0.571157495256167,0.4797427035330261,0.05262237762237762,0.5254500993945965,0.5234583468790474,0.17336569844470784
A1,SMOTE TL,SVM,7,0.3757115749525617,0.5829493087557603,0.043593130779392336,0.479330441854161,0.46799658429323376,0.1279782943402454
A1,SMOTE ENN,SVM,7,0.3984819734345351,0.5674923195084486,0.044538706256627786,0.4829871464714919,0.4755370220988775,0.1332211378249042
A1,CCR,SVM,7,0.33206831119544594,0.6912442396313364,0.051607195517546445,0.5116562754133912,0.47910364982742304,0.1309088013123825
A1,LO RO,SVM,7,0.6736242884250474,0.36040706605222733,0.05059142083511472,0.5170156772386374,0.49272604296179706,0.1846066354724723
A1,LO SMOTE,SVM,7,0.6736242884250474,0.29118663594470046,0.04587748772292582,0.4824054621848739,0.4428886885405092,0.17579587600989038
A1,None,SVM,8,0.018975332068311195,0.9772487280407027,0.04048582995951417,0.49811203005450694,0.13617495778558947,0.02771699961292642
A1,RO,SVM,8,0.49146110056925996,0.5568781798982433,0.053128205128205125,0.5241696402337517,0.5231481273748354,0.16158727104440218
A1,SMOTE,SVM,8,0.4497153700189753,0.5257751751943938,0.04577940892408731,0.48774527260668454,0.4862604008752289,0.14348415878955384
A1,DB-SMOTE,SVM,8,0.6337760910815939,0.44446577709513296,0.05456624734520503,0.5391209340883635,0.5307464392974262,0.18596446689471471
A1,SMOTE TL,SVM,8,0.49335863377609107,0.5569741768263415,0.05333333333333334,0.5251664053012163,0.5242022690981095,0.16221116012179368
A1,SMOTE ENN,SVM,8,0.45920303605313095,0.5170394547374484,0.04589417788735065,0.48812124539528967,0.48726387858602005,0.14517143597496682
A1,CCR,SVM,8,0.3111954459203036,0.6893539406738984,0.04823529411764706,0.5002746932971011,0.463167147976767,0.12251776957665436
A1,LO RO,SVM,8,0.7343453510436433,0.41825861572429684,0.06002791996277338,0.5763019833839701,0.5542077859351013,0.2099552903774576
A1,LO SMOTE,SVM,8,0.7077798861480076,0.38686762023615245,0.05517751479289941,0.54732375319208,0.5232753770292413,0.1976196729529941
A1,None,SVM,9,0.015180265654648957,0.9786866359447005,0.034782608695652174,0.4969334507996747,0.12188815826935472,0.02297845164848369
A1,RO,SVM,9,0.3908918406072106,0.578821044546851,0.044850860004354454,0.4848564425770308,0.47566419193072207,0.13240783670130116
A1,SMOTE,SVM,9,0.40227703984819735,0.5791090629800307,0.04612706701479547,0.490693051414114,0.48266166162734536,0.1362198956672312
A1,DB-SMOTE,SVM,9,0.6110056925996205,0.47359831029185867,0.05546942291128338,0.5423020014457396,0.5379323968621773,0.18409816176162638
A1,SMOTE TL,SVM,9,0.396584440227704,0.573636712749616,0.044946236559139784,0.48511057648866,0.47696477293387896,0.13351021708524188
A1,SMOTE ENN,SVM,9,0.6489563567362429,0.4012096774193548,0.05198358413132695,0.5250830170777988,0.5102622566341624,0.18367111195818983
A1,CCR,SVM,9,0.33396584440227706,0.7264784946236559,0.05818181818181818,0.5302221695129665,0.49256370542000383,0.13939418939809028
A1,LO RO,SVM,9,0.715370018975332,0.3806643625192012,0.05521382542472173,0.5480171907472666,0.5218389332338031,0.19874183088062727
A1,LO SMOTE,SVM,9,0.7609108159392789,0.47935867895545314,0.06885302197802198,0.620134747447366,0.6039447023789253,0.22889082361069393
A3,None,SVM,0,0.5021897810218978,0.9668615984405458,0.5029239766081871,0.7345256897312218,0.6968127541881963,0.5025567447398627
A3,RO,SVM,0,0.8131386861313868,0.8389863547758285,0.2521502942507922,0.8260625204536076,0.8259614168982585,0.45280587338806877
A3,SMOTE,SVM,0,0.8072992700729927,0.8383040935672514,0.25,0.822801681820122,0.8226556283379114,0.44924917085983385
A3,DB-SMOTE,SVM,0,0.7576642335766424,0.8302144249512671,0.22954444935869084,0.7939393292639547,0.7931101915780522,0.4170343142897535
A3,SMOTE TL,SVM,0,0.8058394160583942,0.8408382066276803,0.25263157894736843,0.8233388113430372,0.8231528226450039,0.45119894066460026
A3,SMOTE ENN,SVM,0,0.8102189781021898,0.8400584795321637,0.2527322404371585,0.8251387288171768,0.8250038320108756,0.4525134888381466
A3,CCR,SVM,0,0.8116788321167884,0.8339181286549707,0.24601769911504426,0.8227984803858795,0.8227233391290685,0.44686391518868307
A3,LO RO,SVM,0,0.9007299270072993,0.775243664717349,0.21108450222374273,0.8379867958623242,0.8356345909150296,0.43603913617972856
A3,LO SMOTE,SVM,0,0.8467153284671532,0.8317738791423002,0.2515177797051171,0.8392446038047268,0.8392113519777785,0.461480183169708
A3,None,SVM,1,0.5131195335276968,0.9698801052734185,0.5325264750378215,0.7414998194005576,0.7054533487025842,0.5227329494709088
A3,RO,SVM,1,0.8469387755102041,0.8236670240764207,0.24309623430962343,0.8353028997933124,0.8352218512463725,0.45374841819816203
A3,SMOTE,SVM,1,0.8381924198250729,0.8260064333755727,0.24364406779661016,0.8320994266003228,0.8320771185305778,0.451907745853581
A3,DB-SMOTE,SVM,1,0.8017492711370262,0.8081684374695389,0.21842732327243844,0.8049588543032826,0.8049524555507314,0.41847813232006414
A3,SMOTE TL,SVM,1,0.8381924198250729,0.8261039087630373,0.2437473505722764,0.8321481642940551,0.8321262129707496,0.45200351945767714
A3,SMOTE ENN,SVM,1,0.8425655976676385,0.82532410566332,0.2438818565400844,0.8339448516654793,0.8339002928154687,0.4533061462367232
A3,CCR,SVM,1,0.8469387755102041,0.8199629593527634,0.23929159802306424,0.8334508674314838,0.8333417214792217,0.45018366587375647
A3,LO RO,SVM,1,0.9431486880466472,0.6617604054976118,0.15715326694194803,0.8024545467721296,0.7900243402872407,0.3849920746438072
A3,LO SMOTE,SVM,1,0.9212827988338192,0.7824349351788673,0.2206703910614525,0.8518588670063433,0.8490252334218017,0.4508878302824865
A3,None,SVM,2,0.5197080291970803,0.9710526315789474,0.5451761102603369,0.7453803303880138,0.7103969660721625,0.532289772425443
A3,RO,SVM,2,0.8175182481751825,0.8439571150097466,0.25913928736695974,0.8307376815924645,0.8306324952695681,0.4602728497767407
A3,SMOTE,SVM,2,0.8029197080291971,0.8549707602339182,0.2698724239450442,0.8289452341315576,0.8285365852999602,0.46549531451893966
A3,DB-SMOTE,SVM,2,0.7649635036496351,0.8556530214424951,0.26134663341645886,0.8103082625460651,0.8090385239227161,0.4471248554545936
A3,SMOTE TL,SVM,2,0.8058394160583942,0.8511695906432749,0.26551226551226553,0.8285045033508345,0.828194425174813,0.4625583736100184
A3,SMOTE ENN,SVM,2,0.8072992700729927,0.8497076023391813,0.2639618138424821,0.828503436206087,0.8282320490924593,0.4616234175626048
A3,CCR,SVM,2,0.8175182481751825,0.8448343079922027,0.26022304832713755,0.8311762780836927,0.8310640549729474,0.46123431204021165
A3,LO RO,SVM,2,0.908029197080292,0.7353801169590644,0.1863949655379083,0.8217046570196782,0.8171576452259076,0.41140256549661375
