Dataset,Preprocessing,Classifier,Fold,Sensitivity,Specificity,Precision,Balanced Accuracy,Gmean_s,Gmean
A3,LO SMOTE,SVM,2,0.8875912408759125,0.7641325536062378,0.20079260237780713,0.8258618972410752,0.8235516750326237,0.4221631853954363
A3,None,SVM,3,0.5072886297376094,0.9720245637976411,0.5480314960629922,0.7396565967676252,0.7022086648854475,0.5272666751188124
A3,RO,SVM,3,0.8367346938775511,0.8146992884296715,0.2319191919191919,0.8257169911536113,0.8256434822043107,0.44051655366720793
A3,SMOTE,SVM,3,0.8279883381924198,0.8170386977288234,0.23231083844580777,0.8225135179606216,0.8224952969904371,0.438578003402852
A3,DB-SMOTE,SVM,3,0.8002915451895044,0.7934496539623745,0.2057721139430285,0.7968705995759395,0.7968632565249989,0.4058049815174489
A3,SMOTE TL,SVM,3,0.8294460641399417,0.822692270201774,0.2382747068676717,0.8260691671708579,0.826062264915433,0.444562726502671
A3,SMOTE ENN,SVM,3,0.8323615160349854,0.821522565552198,0.23771856786011658,0.8269420407935917,0.8269242819750658,0.44482332170617156
A3,CCR,SVM,3,0.8381924198250729,0.8120674529681255,0.22972433080303636,0.8251299363965992,0.8250265350063213,0.4388088339225779
A3,LO RO,SVM,3,0.978134110787172,0.5084316210156935,0.11743087154357718,0.7432828659014328,0.7052051556237134,0.33891465166947193
A3,LO SMOTE,SVM,3,0.8688046647230321,0.8086558144068623,0.23290347792106292,0.8387302395649472,0.8381908754645832,0.44983066597113763
A3,None,SVM,4,0.5138686131386861,0.9709551656920078,0.5415384615384615,0.742411889415347,0.7063592460030486,0.5275221494800261
A3,RO,SVM,4,0.8394160583941606,0.8326510721247563,0.25087260034904013,0.8360335652594584,0.8360267226474491,0.4588970356671361
A3,SMOTE,SVM,4,0.8350364963503649,0.834307992202729,0.2517605633802817,0.834672244276547,0.8346721647964992,0.45850764308162234
A3,DB-SMOTE,SVM,4,0.7722627737226277,0.8110136452241715,0.21434359805510536,0.7916382094733996,0.7914010659505822,0.40685326785430115
A3,SMOTE TL,SVM,4,0.8379562043795621,0.8355750487329434,0.25386996904024767,0.8367656265562528,0.8367647795590616,0.46122870212392775
A3,SMOTE ENN,SVM,4,0.8394160583941606,0.8341130604288499,0.25252525252525254,0.8367645594115052,0.8367603584302231,0.4604060730699993
A3,CCR,SVM,4,0.8394160583941606,0.8285575048732944,0.24635818337617824,0.8339867816337274,0.8339691090763741,0.4547493982874275
A3,LO RO,SVM,4,0.9094890510948905,0.7628654970760234,0.20386125654450263,0.836177274085457,0.8329572720426327,0.4305921280860482
A3,LO SMOTE,SVM,4,0.9065693430656935,0.7451267056530214,0.1919035846724351,0.8258480243593574,0.8218935624790865,0.417101794156344
A3,None,SVM,5,0.49854227405247814,0.9661760405497611,0.49637155297532654,0.7323591573011197,0.6940314116743544,0.4974557294828148
A3,RO,SVM,5,0.8192419825072886,0.8254215810507847,0.23884402889927753,0.8223317817790367,0.8223259770093277,0.44234721175279523
A3,SMOTE,SVM,5,0.814868804664723,0.8280534165123307,0.24063710718897977,0.8214611105885268,0.8214346582120472,0.4428178766638275
A3,DB-SMOTE,SVM,5,0.7944606413994169,0.8155765669168535,0.22363561756257694,0.8050186041581352,0.8049493663971031,0.4215088328475687
A3,SMOTE TL,SVM,5,0.8119533527696793,0.8297104980992299,0.2417534722222222,0.8208319254344546,0.8207839062505249,0.44304914209887014
A3,SMOTE ENN,SVM,5,0.8177842565597667,0.8277609903499367,0.24097938144329897,0.8227726234548517,0.8227575013954592,0.4439247056650944
A3,CCR,SVM,5,0.8221574344023324,0.822692270201774,0.23667645824590852,0.8224248523020532,0.8224248088255369,0.4411182491066164
A3,LO RO,SVM,5,0.9489795918367347,0.5839750463008091,0.1323439723521041,0.7664773190687719,0.7444329392775283,0.3543892335621271
A3,LO SMOTE,SVM,5,0.9373177842565598,0.7094258699678331,0.17742825607064017,0.8233718271121964,0.8154492531926997,0.40780713559799064
A3,None,SVM,6,0.5430656934306569,0.969980506822612,0.5470588235294118,0.7565231001266345,0.7257844973212377,0.5450586017552236
A3,RO,SVM,6,0.8233576642335766,0.832261208576998,0.24682713347921226,0.8278094364052873,0.8277974660061305,0.4508070674811049
A3,SMOTE,SVM,6,0.8204379562043795,0.8413255360623781,0.25662100456621006,0.8308817461333788,0.8308161067947417,0.45884813664808116
A3,DB-SMOTE,SVM,6,0.7941605839416058,0.8139376218323586,0.22176926212800652,0.8040491028869823,0.8039882940978854,0.41966701885170427
A3,SMOTE TL,SVM,6,0.8145985401459854,0.8417153996101364,0.25572868927589365,0.8281569698780609,0.8280459744125394,0.4564167141523076
A3,SMOTE ENN,SVM,6,0.8160583941605839,0.8411306042884991,0.2553677478300594,0.8285944992245415,0.8284996621695111,0.45650300570160895
A3,CCR,SVM,6,0.8262773722627738,0.8330409356725146,0.24835454146555508,0.8296591539676441,0.829652261682452,0.45300081447132623
A3,LO RO,SVM,6,0.9167883211678832,0.7791423001949318,0.21700069108500344,0.8479653106814076,0.8451677711239316,0.4460310519146517
A3,LO SMOTE,SVM,6,0.8744525547445255,0.743859649122807,0.1856213201115587,0.8091561019336663,0.8065171855247754,0.40288588655673196
A3,None,SVM,7,0.46938775510204084,0.9699775806608831,0.5111111111111111,0.719682667881462,0.6747559552058215,0.48980536649995393
A3,RO,SVM,7,0.8309037900874635,0.82386197485135,0.23979806478754734,0.8273828824694067,0.8273753908673676,0.44637329768660244
A3,SMOTE,SVM,7,0.8309037900874635,0.8223023686519154,0.2381947346427079,0.8266030793696895,0.8265918912684633,0.4448785315043913
A3,DB-SMOTE,SVM,7,0.782798833819242,0.8111901744809435,0.21705739692805173,0.7969945041500928,0.7968680710063053,0.412204169298564
A3,SMOTE TL,SVM,7,0.8323615160349854,0.8231796471390974,0.23941299790356393,0.8277705815870414,0.8277578504984676,0.4464058309358103
A3,SMOTE ENN,SVM,7,0.8367346938775511,0.8211326640023394,0.23827314238273142,0.8289336789399453,0.8288969708274095,0.44651025167498326
A3,CCR,SVM,7,0.8309037900874635,0.8237644994638854,0.2396972245584525,0.8273341447756745,0.8273264438805548,0.4462794330451091
A3,LO RO,SVM,7,0.924198250728863,0.6681937810702797,0.1570084200099059,0.7961960158995713,0.785839375198938,0.3809290053577669
A3,LO SMOTE,SVM,7,0.89067055393586,0.7471488449166586,0.1906396255850234,0.8189096994262592,0.8157594471254735,0.4120644378273109
A3,None,SVM,8,0.5240875912408759,0.9687134502923976,0.5279411764705882,0.7464005207666368,0.7125241741628003,0.5260108549196916
A3,RO,SVM,8,0.8321167883211679,0.8373294346978557,0.2545779365788298,0.8347231115095117,0.8347190425332099,0.4602592475588142
A3,SMOTE,SVM,8,0.8189781021897811,0.8453216374269006,0.2611731843575419,0.8321498698083408,0.8320456179560357,0.46248796618723115
A3,DB-SMOTE,SVM,8,0.7912408759124088,0.8334307992202729,0.24078187472234563,0.8123358375663408,0.8120618914759069,0.43648191424060245
A3,SMOTE TL,SVM,8,0.8189781021897811,0.8434697855750487,0.25888324873096447,0.8312239438824149,0.8311337342718529,0.46045598240701613
A3,SMOTE ENN,SVM,8,0.8233576642335766,0.8415204678362573,0.25753424657534246,0.832439066034917,0.8323895282873323,0.4604810481664017
A3,CCR,SVM,8,0.8277372262773722,0.8360623781676413,0.2521120497999111,0.8318998022225068,0.831889388019433,0.4568178289126653
A3,LO RO,SVM,8,0.872992700729927,0.821150097465887,0.24578709412248254,0.847071399097907,0.8466746962626127,0.463217377807166
A3,LO SMOTE,SVM,8,0.8773722627737226,0.753411306042885,0.19195145320983711,0.8153917844083038,0.8130327068342034,0.41038138462340024
A3,None,SVM,9,0.5247813411078717,0.9722195145725704,0.5581395348837209,0.748500427840221,0.7142847196382108,0.5412034863538877
A3,RO,SVM,9,0.8221574344023324,0.8242518764012087,0.23827629911280102,0.8232046554017705,0.8232039893023637,0.4426066320757781
A3,SMOTE,SVM,9,0.8134110787172012,0.826201384150502,0.2383596753524135,0.8198062314338517,0.8197812873684691,0.44032306395541965
A3,DB-SMOTE,SVM,9,0.7842565597667639,0.8022224388341944,0.20958317101675106,0.7932394993004792,0.7931886345931897,0.4054219736109607
A3,SMOTE TL,SVM,9,0.8104956268221575,0.82239984403938,0.23380992430613962,0.8164477354307688,0.816426038960751,0.4353181838124222
A3,SMOTE ENN,SVM,9,0.8119533527696793,0.82239984403938,0.2341319882303489,0.8171765984045296,0.8171599052113583,0.43600946415675756
A3,CCR,SVM,9,0.8236151603498543,0.8193781070279754,0.23366418527708852,0.8214966336889149,0.8214939019901523,0.43869051212102517
A3,LO RO,SVM,9,0.8848396501457726,0.7704454625207136,0.2049291019581364,0.827642556333243,0.8256637896342712,0.4258278934984471
A3,LO SMOTE,SVM,9,0.8746355685131195,0.7817526074666147,0.2113420218386756,0.828194087989867,0.8268909458133981,0.4299386577426856
A5,None,SVM,0,0.017452006980802792,0.9573770491803278,0.022123893805309734,0.4874145280805653,0.12926001294118555,0.019649589032160575
A5,RO,SVM,0,0.6928446771378709,0.681870781099325,0.10741341991341992,0.6873577291185979,0.6873358285296276,0.2728017892906643
A5,SMOTE,SVM,0,0.680628272251309,0.6904532304725168,0.10833333333333334,0.685540751361913,0.6855231501027839,0.27154139554383194
A5,DB-SMOTE,SVM,0,0.6963350785340314,0.7963355834136934,0.15890083632019117,0.7463353309738624,0.7446585801666545,0.33263828152836467
A5,SMOTE TL,SVM,0,0.68760907504363,0.6857280617164899,0.10785655625513277,0.68666856838006,0.6866679242897085,0.2723291150134027
A5,SMOTE ENN,SVM,0,0.7050610820244329,0.6754098360655738,0.10716180371352785,0.6902354590450033,0.6900762203020318,0.27487382064858384
A5,CCR,SVM,0,0.68760907504363,0.6814850530376085,0.10657289694346768,0.6845470640406193,0.684540215747219,0.27070369611813194
A5,LO RO,SVM,0,0.7172774869109948,0.6761812921890068,0.10904749270363491,0.6967293895500009,0.6964263191160712,0.27967358030462636
A5,LO SMOTE,SVM,0,0.8464223385689355,0.5548698167791707,0.09507939619682415,0.7006460776740531,0.6853132188419704,0.2836852567170847
A5,None,SVM,1,0.02268760907504363,0.9525508727939049,0.02574257425742574,0.4876192409344743,0.14700714889433006,0.024166867015352998
A5,RO,SVM,1,0.6736474694589878,0.6819365416144276,0.10477741585233442,0.6777920055367077,0.6777793339946069,0.265674690261186
A5,SMOTE,SVM,1,0.7033158813263525,0.7260102227794387,0.12422934648581997,0.7146630520528956,0.7145729631647578,0.29558834941565487
A5,DB-SMOTE,SVM,1,0.6369982547993019,0.7715305236763429,0.13350402340892464,0.7042643892378224,0.7010446470134566,0.29161932363986126
A5,SMOTE TL,SVM,1,0.6928446771378709,0.6864692834410261,0.10882675438596491,0.6896569802894486,0.6896496132462943,0.27459067265023085
A5,SMOTE ENN,SVM,1,0.699825479930192,0.6828045134535635,0.10867208672086721,0.6913149966918777,0.6912626102474668,0.2757743556686269
A5,CCR,SVM,1,0.675392670157068,0.681647217668049,0.1049349240780911,0.6785199439125585,0.6785127371287586,0.26621847900893575
A5,LO RO,SVM,1,0.8167539267015707,0.625518372070595,0.10756148011951276,0.7211361493860828,0.7147689043408594,0.29639713434755904
A5,LO SMOTE,SVM,1,0.8115183246073299,0.6449030764779632,0.11212925006028454,0.7282107005426466,0.7234297921412343,0.30165367749854877
A5,None,SVM,2,0.02268760907504363,0.9578592092574735,0.028888888888888888,0.49027340916625856,0.14741619751087046,0.025601168288253616
A5,RO,SVM,2,0.6649214659685864,0.6959498553519768,0.10780984719864177,0.6804356606602816,0.6802587728660778,0.26774069852222726
A5,SMOTE,SVM,2,0.6893542757417103,0.6845708775313404,0.107746863066012,0.6869625766365253,0.6869584132059845,0.272535797194262
A5,DB-SMOTE,SVM,2,0.5340314136125655,0.7743490838958534,0.11564625850340136,0.6541902487542095,0.6430604449835938,0.24851304776123043
A5,SMOTE TL,SVM,2,0.6980802792321117,0.6949855351976856,0.11226494527083918,0.6965329072148987,0.6965311884424695,0.27994632403845765
A5,SMOTE ENN,SVM,2,0.6893542757417103,0.6876567020250723,0.10869565217391304,0.6885054888833912,0.6885049656926425,0.27373310464870826
A5,CCR,SVM,2,0.680628272251309,0.68900675024108,0.1078838174273859,0.6848175112461945,0.6848046976956828,0.2709774460346789
A5,LO RO,SVM,2,0.7364746945898778,0.6714561234329798,0.11021154348393837,0.7039654090114288,0.7032143652086518,0.2849000049624649
A5,LO SMOTE,SVM,2,0.7137870855148342,0.6836065573770492,0.110840108401084,0.6986968214459417,0.6985338447269347,0.28127608845004587
A5,None,SVM,3,0.015706806282722512,0.952743755424824,0.018036072144288578,0.48422528085377325,0.12232972493850898,0.016831193994234286
A5,RO,SVM,3,0.699825479930192,0.674896325585881,0.10630965005302227,0.6873609027580365,0.6872478773748685,0.27276033778679604
A5,SMOTE,SVM,3,0.6963350785340314,0.6758607387404765,0.10611702127659574,0.686097908637254,0.6860215307036057,0.27183267710934933
A5,DB-SMOTE,SVM,3,0.6073298429319371,0.7753881762947247,0.12999626447515875,0.6913590096133309,0.6862334728941429,0.2809815134229238
A5,SMOTE TL,SVM,3,0.7050610820244329,0.6762465040023146,0.1074182398298325,0.6906537930133737,0.6905035060208687,0.2752025079892655
A5,SMOTE ENN,SVM,3,0.7172774869109948,0.6707493490211206,0.10745098039215686,0.6940134179660578,0.6936233901859532,0.2776187478932373
A5,CCR,SVM,3,0.6910994764397905,0.6773073584723696,0.10582576162479958,0.68420341745608,0.6841686640215789,0.2704369213934019
A5,LO RO,SVM,3,0.7294938917975567,0.6342945317774135,0.0992874109263658,0.6818942117874851,0.6802308332707466,0.26912740440761107
A5,LO SMOTE,SVM,3,0.8167539267015707,0.6672774616645771,0.11944869831546708,0.7420156941830739,0.7382421601439464,0.3123462716098097
A5,None,SVM,4,0.012216404886561954,0.9577627772420444,0.015730337078651686,0.48498959106430317,0.10816846986098518,0.013862473327473245
A5,RO,SVM,4,0.699825479930192,0.6731918997107039,0.10580474934036939,0.686508689820448,0.6863795191438633,0.2721118510576444
A5,SMOTE,SVM,4,0.6980802792321117,0.6760848601735776,0.10641127959563713,0.6870825697028446,0.6869945472669883,0.27255020780320216
A5,DB-SMOTE,SVM,4,0.6055846422338569,0.8056894889103182,0.14690939881456394,0.7056370655720876,0.6985078245040166,0.2982718151651421
A5,SMOTE TL,SVM,4,0.699825479930192,0.6796528447444552,0.1077088369594413,0.6897391623373236,0.6896654103688313,0.27454942818710043
A5,SMOTE ENN,SVM,4,0.7015706806282722,0.6768563162970106,0.10711430855315747,0.6892134984626415,0.6891027111483736,0.274131826602942
A5,CCR,SVM,4,0.6928446771378709,0.6726133076181292,0.10469409282700422,0.682728992378,0.6826540485160241,0.2693264653593628
A5,LO RO,SVM,4,0.8359511343804538,0.7150433944069431,0.13948747815958065,0.7754972643936984,0.7731373336514893,0.34147432641323155
A5,LO SMOTE,SVM,4,0.8411867364746946,0.6609450337512054,0.12056028014007003,0.7510658851129499,0.7456394543814948,0.3184551908817007
A5,None,SVM,5,0.02268760907504363,0.9503327225383355,0.02462121212121212,0.48651016580668954,0.14683588560080146,0.02363464481560462
A5,RO,SVM,5,0.6980802792321117,0.6775966824187482,0.10686615014694095,0.6878384808254299,0.6877622272774452,0.27313211443372476
A5,SMOTE,SVM,5,0.7015706806282722,0.6854084289709712,0.10971615720524018,0.6934895547996217,0.6934424691504834,0.2774412353749869
A5,DB-SMOTE,SVM,5,0.5706806282722513,0.7653582794869322,0.11847826086956521,0.6680194538795918,0.6608896608292278,0.26002547634731327
A5,SMOTE TL,SVM,5,0.6928446771378709,0.686083518179188,0.10870755750273822,0.6894640976585295,0.6894558097822325,0.27444025320719845
A5,SMOTE ENN,SVM,5,0.7068062827225131,0.680586363197994,0.1089588377723971,0.6936963229602535,0.6935724312886207,0.27751178550770295
A5,CCR,SVM,5,0.6893542757417103,0.6830938373999421,0.10730779679434936,0.6862240565708262,0.6862169172677564,0.2719799414306271
A5,LO RO,SVM,5,0.7504363001745201,0.7050824573247179,0.12327981651376146,0.727759378749619,0.727405987460043,0.3041605651473919
A5,LO SMOTE,SVM,5,0.8272251308900523,0.546629376024689,0.09159420289855072,0.6869272534573707,0.6724474381915444,0.275261741768673
A5,None,SVM,6,0.019197207678883072,0.9532304725168756,0.02217741935483871,0.4862138400978794,0.1352751394260834,0.02063357761360157
A5,RO,SVM,6,0.6596858638743456,0.675602700096432,0.10101549973276323,0.6676442819853887,0.6675968475427031,0.2581443340573382
A5,SMOTE,SVM,6,0.6788830715532286,0.6794599807135969,0.10476703474279558,0.6791715261334128,0.6791714648778643,0.2666918940345073
A5,DB-SMOTE,SVM,6,0.5619546247818499,0.7507232401157184,0.1107671138630891,0.6563389324487842,0.6495170488249274,0.24949166701335074
A5,SMOTE TL,SVM,6,0.6614310645724258,0.6831243972999036,0.1034106412005457,0.6722777309361647,0.6721902240746083,0.2615320448767113
A5,SMOTE ENN,SVM,6,0.6666666666666666,0.6814850530376085,0.10366350067842606,0.6740758598521376,0.6740351390630455,0.2628859076715297
A5,CCR,SVM,6,0.6579406631762653,0.6799421407907426,0.1020021645021645,0.6689414019835039,0.6688509423132711,0.2590586261022177
A5,LO RO,SVM,6,0.7347294938917975,0.6487945998071359,0.10361801624415456,0.6917620468494667,0.690426337820356,0.27591885153635254
A5,LO SMOTE,SVM,6,0.7801047120418848,0.6224686595949855,0.10247592847317744,0.7012866858184352,0.6968434074083245,0.28274008324394484
A5,None,SVM,7,0.015706806282722512,0.9534188446330408,0.018292682926829267,0.48456282545788165,0.12237305707935993,0.016950505217337115
A5,RO,SVM,7,0.7277486910994765,0.6901340534284888,0.11487603305785124,0.7089413722639826,0.708691861153886,0.2891381723269196
A5,SMOTE,SVM,7,0.731239092495637,0.6927379689458965,0.11622746185852982,0.7119885307207667,0.7117282372853195,0.29153055368606323
A5,DB-SMOTE,SVM,7,0.5916230366492147,0.7685408428970971,0.12376779846659365,0.6800819397731559,0.6743044321845494,0.27059911450001856
A5,SMOTE TL,SVM,7,0.7294938917975567,0.6828045134535635,0.11275964391691394,0.7061492026255601,0.7057632193988131,0.286805633624335
A5,SMOTE ENN,SVM,7,0.7382198952879581,0.7481917253351336,0.13941990771259063,0.7432058103115458,0.7431890857192529,0.3208154448785866
A5,CCR,SVM,7,0.7102966841186736,0.681647217668049,0.10976267529665588,0.6959719508933613,0.6958245169928514,0.27922045824618463
A5,LO RO,SVM,7,0.7382198952879581,0.6486642877808854,0.10403344810624693,0.6934420915344217,0.691994857352743,0.27712733745958523
A5,LO SMOTE,SVM,7,0.881326352530541,0.6734497058539879,0.12978668722693396,0.7773880291922645,0.7704083156827041,0.33820766942920716
A5,None,SVM,8,0.012216404886561954,0.9600771456123433,0.0166270783847981,0.4861467752494526,0.10829908186653792,0.014252126915983317
A5,RO,SVM,8,0.6980802792321117,0.6796528447444552,0.10746910263299302,0.6888665619882834,0.688804941649019,0.2739015538014785
A5,SMOTE,SVM,8,0.7766143106457243,0.7017357762777242,0.12577727529677785,0.7391750434617242,0.7382262838380702,0.3125386887242996
A5,DB-SMOTE,SVM,8,0.62478184991274,0.7627772420443587,0.1270404542228531,0.6937795459785494,0.6903400440042663,0.2817313791594911
A5,SMOTE TL,SVM,8,0.7783595113438045,0.7032786885245902,0.12659665058189043,0.7408190999341974,0.7398673234698987,0.31390716316242706
A5,SMOTE ENN,SVM,8,0.7801047120418848,0.6986499517839923,0.12513997760358342,0.7393773319129385,0.7382547794999555,0.31244565318367185
A5,CCR,SVM,8,0.7731239092495636,0.6990356798457088,0.12429854096520764,0.7360797945476363,0.7351470584224906,0.30999705467155386
A5,LO RO,SVM,8,0.7818499127399651,0.6854387656702025,0.12075471698113208,0.7336443392050838,0.7320589041380736,0.3072654632962144
A5,LO SMOTE,SVM,8,0.8324607329842932,0.6451301832208293,0.11474621121000722,0.7387954581025613,0.7328339137855882,0.30906587500248733
A5,None,SVM,9,0.015706806282722512,0.9529366380557431,0.018108651911468814,0.4843217221692328,0.12234210711627627,0.016865025574089514
A5,RO,SVM,9,0.680628272251309,0.6847333397627544,0.10658649904345449,0.6826808060070317,0.6826777204476443,0.2693432469717075
A5,SMOTE,SVM,9,0.6858638743455497,0.6886874336965956,0.10853355426677713,0.6872756540210727,0.6872742040032064,0.27283556224565875
A5,DB-SMOTE,SVM,9,0.6509598603839442,0.8027775098852349,0.15425971877584782,0.7268686851345896,0.7228941386913182,0.3168862335242609
A5,SMOTE TL,SVM,9,0.6823734729493892,0.6889767576429743,0.10813053097345132,0.6856751152961817,0.6856671662652705,0.2716346920999147
A5,SMOTE ENN,SVM,9,0.680628272251309,0.6848297810782139,0.10661563696008748,0.6827290266647614,0.6827257946507564,0.26938006009932725
A5,CCR,SVM,9,0.6719022687609075,0.6882052271192979,0.10641238253178552,0.6800537479401028,0.6800048922431161,0.26739244799986456
A5,LO RO,SVM,9,0.806282722513089,0.6119201465907995,0.10298707088720464,0.7091014345519442,0.7024105934237028,0.28816088544176816
A5,LO SMOTE,SVM,9,0.743455497382199,0.6637091329925741,0.10886787630973678,0.7035823151873866,0.7024515667190886,0.284496785800471
A7,None,SVM,0,0.5,0.9871388808906805,0.6616161616161617,0.7435694404453402,0.7025449739663221,0.5751591786697668
A7,RO,SVM,0,0.8568702290076335,0.8315577310682407,0.20372050816696916,0.8442139800379371,0.8441191050162954,0.41780622121574773
A7,SMOTE,SVM,0,0.8473282442748091,0.8389480756310587,0.20923656927426956,0.843138159952934,0.8431277483051989,0.4210606308849728
A7,DB-SMOTE,SVM,0,0.48282442748091603,0.9320472214224014,0.26326742976066597,0.7074358244516588,0.670831697274696,0.35652762312135905
A7,SMOTE TL,SVM,0,0.8549618320610687,0.8391400326326903,0.21092278719397364,0.8470509323468796,0.8470139902359523,0.4246538973832533
A7,SMOTE ENN,SVM,0,0.8549618320610687,0.8375083981188214,0.20924801494628678,0.846235115089945,0.8461901171853748,0.42296461579382644
A7,CCR,SVM,0,1.0,0.0,0.047884492369551314,0.5,0.0,0.21882525532842712
A7,LO RO,SVM,0,0.8377862595419847,0.8470102696995873,0.2159370388588293,0.8423982646207859,0.8423856395056037,0.42533408525782507
A7,LO SMOTE,SVM,0,0.8473282442748091,0.8354928496016892,0.2057460611677479,0.8414105469382491,0.8413897368979232,0.41753376962315913
A7,None,SVM,1,0.4847328244274809,0.9858898061048186,0.6334164588528678,0.7353113152661497,0.6912981630869925,0.554109870999068
A7,RO,SVM,1,0.8282442748091603,0.807640622000384,0.17801476620180476,0.8179424484047721,0.8178775710796373,0.383978789698254
A7,SMOTE,SVM,1,0.8206106870229007,0.8049529660203494,0.17465475223395613,0.8127818265216251,0.8127441211519654,0.37858097710070066
A7,DB-SMOTE,SVM,1,0.5648854961832062,0.9478786715300441,0.3528009535160906,0.7563820838566251,0.7317396488428978,0.44642148434057816
A7,SMOTE TL,SVM,1,0.816793893129771,0.8089844499904012,0.17700578990901572,0.8128891715600861,0.8128797933207015,0.38023314985189716
A7,SMOTE ENN,SVM,1,0.8148854961832062,0.8049529660203494,0.1736478243188288,0.8099192311017778,0.8099040048793659,0.37616896932254135
A7,CCR,SVM,1,1.0,0.0,0.04788886857978432,0.5,0.0,0.21883525442621057
A7,LO RO,SVM,1,0.851145038167939,0.8183912459205221,0.19076133447390933,0.8347681420442306,0.8346074815416705,0.4029461047234016
A7,LO SMOTE,SVM,1,0.8664122137404581,0.8105202534075638,0.18698517298187808,0.838466233574011,0.8380003860597705,0.4024999846706475
A7,None,SVM,2,0.48282442748091603,0.9890584509069968,0.6893732970027248,0.7359414391939565,0.6910438338516106,0.5769283035577055
A7,RO,SVM,2,0.8072519083969466,0.8343411075918994,0.19683573755234993,0.820796507994423,0.8206847454154262,0.39861764233392255
A7,SMOTE,SVM,2,0.7786259541984732,0.8328054515788463,0.18976744186046512,0.8057157028886598,0.8052601687636547,0.3843928400665235
A7,DB-SMOTE,SVM,2,0.5725190839694656,0.9440445340243785,0.33975084937712347,0.7582818089969221,0.7351758373654688,0.4410372377285603
A7,SMOTE TL,SVM,2,0.7919847328244275,0.8439389576734811,0.20333170014698676,0.8179618452489543,0.8175492461700138,0.4012924148493813
A7,SMOTE ENN,SVM,2,0.7881679389312977,0.8320376235723198,0.19093851132686085,0.8101027812518087,0.8098057661466052,0.387932485021688
A7,CCR,SVM,2,1.0,0.0,0.047884492369551314,0.5,0.0,0.21882525532842712
A7,LO RO,SVM,2,0.8473282442748091,0.849793646223246,0.22100547536087606,0.8485609452490276,0.8485600498787528,0.43274031637074295
A7,LO SMOTE,SVM,2,0.8110687022900763,0.8116901813993666,0.17804775869291997,0.8113794418447214,0.8113793823416892,0.3800117953284125
A7,None,SVM,3,0.5133587786259542,0.9855058552505279,0.6404761904761904,0.7494323169382411,0.7112791872254786,0.5734056808943047
A7,RO,SVM,3,0.8816793893129771,0.8041850643117681,0.18465227817745802,0.8429322268123726,0.8420412082535016,0.40348991047949534
A7,SMOTE,SVM,3,0.8587786259541985,0.8094643885582645,0.18480492813141683,0.8341215072562316,0.8337569881955544,0.3983798717935716
A7,DB-SMOTE,SVM,3,0.5152671755725191,0.9498944135150701,0.3409090909090909,0.7325807945437945,0.6996066119927861,0.4191172442166063
A7,SMOTE TL,SVM,3,0.8721374045801527,0.814167786523325,0.1909736732135395,0.8431525955517388,0.8426542471448302,0.408111851946981
A7,SMOTE ENN,SVM,3,0.8778625954198473,0.8133998848147437,0.1913477537437604,0.8456312401172955,0.8450167655127772,0.40985001613914246
A7,CCR,SVM,3,1.0,0.0,0.04788886857978432,0.5,0.0,0.21883525442621057
A7,LO RO,SVM,3,0.8759541984732825,0.8584181224803226,0.23733195449844882,0.8671861604768025,0.8671418329386439,0.45595166627043515
A7,LO SMOTE,SVM,3,0.8702290076335878,0.8602418890382031,0.2384937238493724,0.8652354483358955,0.8652210384766187,0.45557014457960066
A7,None,SVM,4,0.46946564885496184,0.9882906229004703,0.6684782608695652,0.7288781358777161,0.6811523313747401,0.5602031600094441
A7,RO,SVM,4,0.851145038167939,0.7965255782704674,0.17381137957911147,0.8238353082192031,0.8233825318275563,0.38462799339866693
A7,SMOTE,SVM,4,0.8416030534351145,0.8012285248104425,0.17555732484076433,0.8214157891227785,0.8211676887090608,0.384382076375691
A7,DB-SMOTE,SVM,4,0.5190839694656488,0.9378059314713504,0.2956521739130435,0.7284449504684996,0.6977105599720982,0.39175030825250284
A7,SMOTE TL,SVM,4,0.8454198473282443,0.804587772338996,0.17870108914885036,0.8250038098336201,0.8247511574123472,0.3886868244559005
A7,SMOTE ENN,SVM,4,0.8454198473282443,0.8012285248104425,0.1762132060461416,0.8233241860693434,0.8230276405566697,0.38597168516971486
A7,CCR,SVM,4,1.0,0.0,0.047884492369551314,0.5,0.0,0.21882525532842712
A7,LO RO,SVM,4,0.8759541984732825,0.8242633650062386,0.2004366812227074,0.8501087817397606,0.849715808505956,0.4190147401286517
A7,LO SMOTE,SVM,4,0.8664122137404581,0.7892312122084653,0.17132075471698113,0.8278217129744616,0.826921738571796,0.38527184474605153
A7,None,SVM,5,0.47900763358778625,0.9878095603762719,0.6640211640211641,0.7334085969820291,0.6878723136972656,0.5639780194564191
A7,RO,SVM,5,0.8148854961832062,0.8364369360721827,0.2003754106053496,0.8256612161276944,0.825590896072105,0.40408293195092265
A7,SMOTE,SVM,5,0.8091603053435115,0.837492800921482,0.2002834199338687,0.8233265531324967,0.8232046710974247,0.40256849507746123
A7,DB-SMOTE,SVM,5,0.5381679389312977,0.9481666346707621,0.34306569343065696,0.74316728680103,0.7143338740002386,0.4296823910187769
A7,SMOTE TL,SVM,5,0.816793893129771,0.8370128623536187,0.2013170272812794,0.8269033777416949,0.8268415775960383,0.40550526317963925
A7,SMOTE ENN,SVM,5,0.8187022900763359,0.8347091572278749,0.199442119944212,0.8267057236521054,0.8266669816619927,0.4040838036051502
